<urn:rula:f68afde1f83295a250825408721374142bc489ac2116263bbb2bb1e6c89b1168>	Journalists--Employment
<urn:rula:80dad8f01f23fe5bd61eb0f9f5126a1c7f3115891d327918b6a2c6bce85df865>	Journalism--Computer network resources
<urn:rula:6c4abc65f6534efaeab8d753def64775cc0d8dc25748688919faac1bcede0dac>	Reporters and reporting--Computer network resources.
<urn:rula:2a7181d08fc6ef1c84891e78fa80cd6a7d13f60d66f4f6028b1afb6538f5f4b1>	Online journalism--Economic aspects
<http://id.loc.gov/authorities/subjects/sh85033838>	Creative ability in business
<http://id.loc.gov/authorities/subjects/sh85095525>	Organizational change
<http://id.loc.gov/authorities/subjects/sh2005004726>	Internet marketing
<urn:rula:9c0456d243d5316b25c6928bb9adf45199d91d75f00a90ea00131f0ecd653285>	Product management--Computer networks resources
<urn:rula:e47f8e43f7bce55ad5981d7aaea9ea44cf62330fa7a574088bb11f6cbf6d0d84>	Corporate image--Management
<http://id.loc.gov/authorities/subjects/sh2009123379>	Digital media--Social aspects
<urn:rula:10b4e44b5e95aff9bbe8f3d471624790250722d182797b2a2d4851d557494b03>	Employee selection--Research
