<urn:rula:5e0412fdfb9fe27e83d4307d0703c1cfeba90bd73c831ec30ce9f3cac60b81c4>	Piling (Civil engineering)--Testing
<http://id.loc.gov/authorities/subjects/sh85058006>	Guy anchors
<http://id.loc.gov/authorities/subjects/sh85004857>	Anchorage (Structural engineering)
<http://id.loc.gov/authorities/subjects/sh85113309>	Retaining walls
<http://id.loc.gov/authorities/subjects/sh96004709>	Lateral loads
<urn:rula:ce62442885dac3e36ae0120c0c1dcdbfb11d3bc87cc420c81c908c4eb6ddf4f8>	Earth pressure--Mathematical models
<http://id.loc.gov/authorities/subjects/sh2002005457>	Slopes (Soil mechanics)--Stability
<http://id.loc.gov/authorities/subjects/sh85124387>	Soil stabilization
<http://id.loc.gov/authorities/subjects/sh85121190>	Shear strength of soils
<http://id.loc.gov/authorities/subjects/sh85127835>	Steel piling
