<urn:rula:13deee595a8a7d77e66473276b1391b91ea7b231182de66978c39485a938e3b4>	Buildings--Energy consumption
<urn:rula:37faa36fa659f6aaba2f0c5053477b06a98fd559554f8c81962f9e21fac02691>	Buildings--Energy conservation--Evaluation--Case studies
<http://id.loc.gov/authorities/subjects/sh85017748>	Building materials--Thermal properties
<urn:rula:cb362855a79cb653c888bd00cbe3bafbda41c88d8bcc25242d1a788d1428be18>	Architecture and energy conservation--Evaluation
<urn:rula:b00d6194b534cad2c4c1839c7eee0b82e8c34438703dceeccb6ccf17fdc8293b>	Evergreen Brickworks--Case studies
<urn:rula:13deee595a8a7d77e66473276b1391b91ea7b231182de66978c39485a938e3b4>	Buildings--Energy consumption
<urn:rula:37faa36fa659f6aaba2f0c5053477b06a98fd559554f8c81962f9e21fac02691>	Buildings--Energy conservation--Evaluation--Case studies
<http://id.loc.gov/authorities/subjects/sh85017748>	Building materials--Thermal properties
<urn:rula:cb362855a79cb653c888bd00cbe3bafbda41c88d8bcc25242d1a788d1428be18>	Architecture and energy conservation--Evaluation
<urn:rula:b00d6194b534cad2c4c1839c7eee0b82e8c34438703dceeccb6ccf17fdc8293b>	Evergreen Brickworks--Case studies
