<urn:rula:c69568bfa4f2cd8c3cca50c2d8dd06b7489db295cb7ce8a50ca692b6a5dce225>	Convention on the Protection and Promotion of the Diversity of Cultural Expressions (2005 October 20)
<http://id.loc.gov/authorities/subjects/sh93001611>	Multiculturalism--Law and legislation
<http://id.loc.gov/authorities/subjects/sh85103571>	Cultural pluralism
<http://id.loc.gov/authorities/subjects/sh85067439>	International relations and culture
<urn:rula:bde21bbfcd8a6db651c927254a56bf439503fe191f30bcd7fea25f973d3024df>	Cultural policy--Canada
<http://id.loc.gov/authorities/subjects/sh85034752>	Cultural property--Protection (International law)
<urn:rula:c5146eca643f08ae2e61fff0078866d77f2242c257d13ba3ac6ae189b1101b20>	Canada. Comprehensive Economic and Trade Agreement
<urn:rula:f7d47bd79fedf25b9e5184c0c8d0cf2abedbd922c43036831dbd737053ca0e50>	Canada--Commerce--Pacific Area.
<urn:rula:ae5101a32ef2bf1632f43018148c48d1c5a685d630eed999e145b062622949d8>	Pacific Area--Commerce--Canada
<http://id.loc.gov/authorities/subjects/sh2008104082>	Free trade--Canada
<urn:rula:a51c03add0d9b3f997cb6bac9b8bf56e62e7d7dc5c634c6fa65053b09edb766f>	International trade--Regulations
<http://id.loc.gov/authorities/subjects/sh2008114560>	Canada--Commercial policy
