<http://id.loc.gov/authorities/names/n82031756>	Peel (Ont. : Regional municipality)
<urn:rula:33b77be8ba5418f16fde2c599739be22281c362549ee63f742b7f6434d9c6b4c>	Regional planning--Ontario--York (Regional municipality)
<urn:rula:464df1052837ac8a1e9d4d23b2d03b1e7af52eb34568f6ff983ef924a6b2eea4>	Regional planning--Ontario--Peel (Regional municipality)
<urn:rula:e6cf72746e8f894aca315e7adac0cb0816da90f3614714c14d1946ad529eeaf8>	Sustainable urban development--Government policy--Ontario
<urn:rula:f6bdf590fefb66279ed9ac892630903e4e6e8928ffac1f4d228583cbe31109cc>	Sustainable urban development--Government policy
<urn:rula:d45ed86bc8c9c43b929e63e0dab6696f4cace7d962bea259889866daa1aedf5c>	Sustainable urban development--Ontario
<urn:rula:6feacc70284c83e32be552211204260115c3308df75612abf1fa1fddcb58da64>	Sustainable development--Government policy
<http://id.loc.gov/authorities/names/nr2001010052>	Sustainable development
<urn:rula:3d02ffe5db21ddce94a34d6cb32589be7f6e0d22109e571879a61f8c7c7c6004>	City planning--Ontario
<http://id.loc.gov/authorities/subjects/sh2008117683>	City planning--Environmental aspects
<http://id.loc.gov/authorities/subjects/sh88001234>	Economic development--Environmental aspects
<http://id.loc.gov/authorities/names/n82031727>	York (Ont. : Regional municipality)
