<urn:rula:998534362a31a458d9a49313b254dd0c0a3e4af293532e61df4529d2bcf48d67>	Data centers--Energy consumption
<urn:rula:4955144baecd11517cd073f6ee3eee67e265ba4b3387e04814c7063da7b8863e>	Data centers--Heating and ventilation
<urn:rula:27995ff210d109ce0e725ddb9ed5c0fb0a9946a44367b6c3c745b754cc65bb41>	Data centers--Energy conservation
<http://id.loc.gov/authorities/subjects/sh86001309>	Apartment houses--Energy conservation
<urn:rula:15a7161dced595e3cf349014c2e1f22af1ef219c05adb6210673ebdcef06be2d>	Apartment houses--Heating and ventilation
<urn:rula:5c785020dade1a2369e06d7b03f92ac5d298ecac5be0d62c6215f1d451c97110>	Apartment houses--Energy consumption
<urn:rula:793aff2f0a20b18864244ccb96c0fe60478039abfe50bb341079842864583d40>	Apartment houses--Cold weather conditions
<urn:rula:8fa6bb9bdba0ce65c745581e55c0b5767c0d9babfeb9fdfec903bc9440980f52>	High-rise apartment buildings--Energy consumption
<urn:rula:e652b13bbe112c9cdfec50093c3f5a59e5cd89cd99bc2d224ea79ee36d848a3c>	High-rise apartment buildings--Heating and ventilation
<urn:rula:073b6259fe0b6e7b7414ba8f43a9ca5edcdbe01ba23bfa5388ea6b996a4e6475>	High-rise apartment buildings-- Energy conservation
<http://id.loc.gov/authorities/subjects/sh85043154>	Energy transfer
