<urn:rula:b22cb56feaa608d5b854a306033e8c0b8bc1d9686aa5f53d1633641e02293dc0>	Community development--Social aspects--Ontario
<http://id.loc.gov/authorities/subjects/sh85029215>	Community development
<urn:rula:23069266a814a76034bb0a4fb2c0715587aedfb0dad036abcae5124043dab918>	Community organization--Social aspects--Ontario
<http://id.loc.gov/authorities/subjects/sh85029254>	Community organization
<urn:rula:785cfe2e7d825a8014a59ca56faac09c59d45ef5eab5fb7ab8df6186a8cf2eda>	Economic development--Social aspects--Ontario
<http://id.loc.gov/authorities/subjects/sh85040809>	Economic development--Social aspects
<urn:rula:576087f22658f1f2ae758d81cb20679b14755901db166e8ab4a3b4fcec80009e>	Community development--Ontario
<urn:rula:38f57fa67506b0d05668f3d8aa51ea51783ee33d21228b17d6ec15e7ae3ceff3>	Neighborhoods--Ontario
<http://id.loc.gov/authorities/subjects/sh85090662>	Neighborhoods
<urn:rula:ddee6d6303e6151adb32d2c3858550879a5f238bb20c580e05418584c30f6e71>	Social settlements--Ontario
<http://id.loc.gov/authorities/subjects/sh85124071>	Social settlements
<urn:rula:8962e56b2b158963fcea453551d5d8c18205a722fba24591d5f860b3fa9f3431>	Housing--Ontario
<http://id.loc.gov/authorities/subjects/sh85062603>	Housing
