<urn:rula:a24cfe3da5f58eebc5acb1f162597b0952962d36c26665414e5a54aab30d706c>	Transcultural medical care--Ontario
<http://id.loc.gov/authorities/subjects/sh88004309>	Transcultural medical care
<urn:rula:586e4d39895d941b1ac4bb91ff54ee2145d4b417de9127723ef2e081617e66c9>	Women immigrants--Medical care--Ontario
<http://id.loc.gov/authorities/subjects/sh85147549>	Women immigrants
<urn:rula:3da92c2ebc67983f90a00f32f882aec6cfac74d797d31cac1df620a7ff56ae37>	Women's health services--Ontario--Evaluation
<http://id.loc.gov/authorities/subjects/sh85147744>	Women's health services
<urn:rula:b3456d051f7a7f55ed2bcffc23d421ef66d44245831fde077bde5cd6558e4eab>	Midwives--Ontario--Interviews
<http://id.loc.gov/authorities/subjects/sh85085055>	Midwives
<urn:rula:e61bacd3df52a5a230f69881f074124d978138aee7b04c2db1aff77ba50e43ed>	Social medicine--Ontario
<http://id.loc.gov/authorities/subjects/sh85123973>	Social medicine
