<urn:rula:7bee02f439721e53e12d9294042e00cf43aab43527713051a75befdd18b80268>	Jet engines--Design and construction
<http://id.loc.gov/authorities/subjects/sh98000239>	Jet engines
<urn:rula:3323daec3f12df21f3d6fe7d83b8f2c243a522e4ea07e1fd0e4e3c9addbcc92e>	Vertically rising aircraft--Design and construction
<http://id.loc.gov/authorities/subjects/sh85142914>	Vertically rising aircraft
<urn:rula:89f36eb6676ed71b35c4b110c67afe54eda9e527834c7dc98a8037670efd07bc>	Short take-off and landing aircraft--Design and construction
<http://id.loc.gov/authorities/subjects/sh85121968>	Short take-off and landing aircraft
<http://id.loc.gov/authorities/subjects/sh85002904>	Airplanes--Takeoff
<http://id.loc.gov/authorities/subjects/sh85002834>	Airplanes--Landing
<urn:rula:c1e260c15bb4c4a0b4d606f02f1258e29c3d3e35fe7973af41d92f1fe997d977>	Airplanes--Motors--Design and construction
<http://id.loc.gov/authorities/subjects/sh85002848>	Airplanes--Motors
<http://id.loc.gov/authorities/subjects/sh85046450>	Expert systems (Computer science)
