<urn:rula:097492b055768cbbc8dbb88a3bec65210bc34d2251e74bf61320a7282492e8a8>	Local government--Asia, South
<http://id.loc.gov/authorities/subjects/sh85077923>	Local government
<urn:rula:90c235650190ed3a8daaf27cf4fca156bd443c838e5eb14722820d74dc01cd38>	Non-governmental organizations--Asia, South
<http://id.loc.gov/authorities/subjects/sh86007360>	Non-governmental organizations
<urn:rula:68c8c4b93ea6addc459d545e68a7d36f75077e86028bbe4a0ee40c91f5c0a1f7>	Political participation--Asia, South
<http://id.loc.gov/authorities/subjects/sh2002011434>	Political participation
<urn:rula:7a739a263d73639b42f92cb328a93924a0d54c8a85bb8e51c5f9205a9ea0a234>	South Asia--Politics and government--1945-
<http://id.loc.gov/authorities/subjects/sh2008117020>	South Asia--Politics and government
<urn:rula:08286d982c75779db5fb0b6f3d7c9dd2b8e1d3f324080990a9511f5a8eab6794>	Small business--Developing countries--Management
<http://id.loc.gov/authorities/subjects/sh2008111751>	Small business--Developing countries
<urn:rula:ec66f008ecc8393a1ec77fe273c6c2a82b3bb396cd891a0578d56d050b2d0069>	Municipal services--Asia, South
<http://id.loc.gov/authorities/subjects/sh85088492>	Municipal services
<urn:rula:3b65ac1fb0f8954d0ba3f4febfed4a298a396b7d95266d76f2ef634994fb3853>	Public administration--Asia, South
<http://id.loc.gov/authorities/subjects/sh85108611>	Public administration
