<urn:rula:380ae894db8aec7959a61cc75d9155ce6c774b1332ce967663ec0e55b1cf3a32>	Community newspapers--Ontario--Thunder Bay
<urn:rula:4072a3f15cb6424ebd78ccbf888a8f32cd917cb7696e374e6a2ce81db0af0b00>	Community newspapers--Canada
<urn:rula:4a6b022cbc05290fc8418ae10a1c6143c00c507f715fe256142351bd803459e8>	Journalism, Regional--Ontario--Thunder Bay
<urn:rula:6edae8fcd71ef2b2275980f8a3a44ecc5977f6ab49738c695505ca2ca9240fea>	Journalism, Regional--Canada
<urn:rula:54b900950eb7a10ae761ca20cd206e7ef10085264d58e0728dfc149003522d68>	Rural journalism--Ontario--Thunder Bay
<urn:rula:99252126a3a76b69f397e55b6dd5dac94eb7c4faed55533f2787fff5431e8cb9>	Rural journalism--Canada
<urn:rula:0cb7213e3abe7e2ac9a80c5171afe73be7118f568c9dc466e35d2bc7b8f06b46>	Local mass media--Canada
<urn:rula:285afa62069dbfcf950b64f2a4fd0d85e51137b5964c767caa7662629ec25b4d>	Indigenous people, Treatment of--Ontario
<urn:rula:4cd47efe6aad551667dc7b96f68e145490facee976c1b67fbfd105d74481d48e>	Indigenous peoples--Crimes against--Ontario--Thunder Bay
<urn:rula:b27afacc837051b8d06d2d965b28bc02dd1cb793be0b14456c4677b3c42a553d>	Racial profiling in law enforcement-- Ontario--Thunder Bay
<urn:rula:f4a47da3acea9015178bbba2c16264934c88cc39d09ae9cc7888d2aac056a43c>	Discrimination in law enforcement--Ontario--Thunder Bay
<urn:rula:82fe6a527d9f29254fd0a6428eab250733c96271dbd7841a250591e048c09242>	Reconciliation--Canada
