<http://id.loc.gov/authorities/subjects/sh85006894>	Architecture and society
<http://id.loc.gov/authorities/subjects/sh85125907>	Space (Architecture)
<http://id.loc.gov/authorities/subjects/sh2007101285>	Architecture--Philosophy
<http://id.loc.gov/authorities/subjects/sh95008375>	Architecture and philosophy
<http://id.loc.gov/authorities/subjects/sh85105976>	Power (Social sciences)
<http://id.loc.gov/authorities/subjects/sh85105975>	Power (Philosophy)
<http://id.loc.gov/authorities/subjects/sh89001287>	Public spaces
<http://id.loc.gov/authorities/subjects/sh2003012251>	Freedom of expression
<urn:rula:c72d2f7fe5f8d9cc905556c7fef37166a89ffc0ab26d39b82f0e5d2cc9174260>	Lefebvre, Henri, 1901-1991
<urn:rula:56d6964fbdd7b9e6ed07199e6fb6d23203e7d63ae2c261a2a33fe95d35dfb57e>	Foucault, Michel, 1926-1984--Political and social views
<urn:rula:aaa9bdfdfd572db591d86458f175d8f6ac141d2579798b80ba3b8d2f4a99d8e9>	Foucault, Michel, 1926-1984--Philosophy
