<http://id.loc.gov/authorities/names/no2012024746>	Synesthesia
<http://id.loc.gov/authorities/subjects/sh2006020069>	Augmented reality
<http://id.loc.gov/authorities/subjects/sh85143195>	Video art
<http://id.loc.gov/authorities/subjects/sh00000460>	Interactive art
<http://id.loc.gov/authorities/subjects/sh85029482>	Computer art
<http://id.loc.gov/authorities/subjects/sh85066731>	Installations (Art)
<http://id.loc.gov/authorities/subjects/sh2003006170>	Sound installations (Art)
<http://id.loc.gov/authorities/subjects/sh88003229>	Human-computer interaction
<urn:rula:62bd62e7dafa8ea580f158e5eab2f348b9c08aadcc470d9b3315ad3d305c200a>	Public spaces--Social aspects
<http://id.loc.gov/authorities/subjects/sh85007977>	Art and technology
