<http://id.loc.gov/authorities/subjects/sh2009123379>	Digital media--Social aspects
<http://id.loc.gov/authorities/subjects/sh2007000706>	Communication in sports
<http://id.loc.gov/authorities/subjects/sh2010114553>	Sports--Marketing
<http://id.loc.gov/authorities/subjects/sh85081889>	Mass media and sports
<urn:rula:b2b9d2e0c8581625fc6d81068fb88e39a774a967d1d512e466ee63418d6a7d78>	Sports--Pyschcological aspects
<http://id.loc.gov/authorities/subjects/sh2019005163>	Social media--Influence
<urn:rula:112525e3078c42e7553d582d7212e2e1c0336fc6136ac8a588965e0093ce9651>	Social media--Research
<http://id.loc.gov/authorities/subjects/sh85120669>	Sex role in mass media
<urn:rula:34dbb93a769e3249181bb465fa54882b2b92f4d96fd08a48320d70612bc73c4a>	Instagram (Firm)
<urn:rula:5030ac7ede7728c71ca8e0aac16697c9ff6babf77d2206412854dc48e61eb7a2>	Tennis--Social aspects
